,v001,v002,response,v4,v5,v14,v29,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
268,15.0,32.0,0,,,,3.0,6.0,,954792000.0,6307.0,1499780723.0,0.0,1499780723.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
269,16.0,22.0,0,1000.0,1.0,1000.0,1.0,4.0,,808297200.0,8003.0,1476786613.0,265.0,1476786613.0,Verified,234 Low,234.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
270,17.0,38.0,0,,,,2.0,,1.0,790412400.0,8210.0,1098214911.0,4647.0,1499788013.0,Certified,058 Very Low,58.0,1.0,13.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,P
271,17.0,25.0,0,,,,22.0,1.0,1.0,808297200.0,8003.0,1499787824.0,0.0,1499787824.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
272,17.0,22.0,0,140.0,1.0,112.07,5.0,8.0,6.0,808297200.0,8003.0,1499788839.0,0.0,1499788839.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,P
273,18.0,68.0,0,,,,1.0,4.0,3.0,808297200.0,8004.0,1499852335.0,0.0,1499852335.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
274,19.0,20.0,0,1000.0,1.0,1000.0,3.0,,1.0,893793600.0,7013.0,1499793978.0,0.0,1499793978.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,N
275,20.0,31.0,0,950.0,1.0,950.0,5.0,1.0,,945889200.0,6410.0,1499798651.0,0.0,1499798651.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
276,1.0,30.0,1,,,,8.0,,3.0,808297200.0,8004.0,1499864027.0,0.0,1499864027.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
277,2.0,27.0,1,,,,7.0,15.0,3.0,945889200.0,6411.0,1475497344.0,281.0,1495379333.0,Verified,281 Low,281.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
278,6.0,29.0,0,,,,4.0,,2.0,808297200.0,8004.0,1499837078.0,0.0,1499837078.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
279,8.0,29.0,0,2500.0,1.0,2500.0,2.0,1.0,,808297200.0,8004.0,1499840427.0,0.0,1499840427.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,P
280,8.0,31.0,0,,,,,3.0,,893793600.0,7014.0,1493827790.0,69.0,1493827791.0,Verified,481 Moderate,481.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
281,8.0,34.0,0,,,,8.0,2.0,,945889200.0,6411.0,1499843076.0,0.0,1499843075.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
282,11.0,34.0,0,,,,3.0,3.0,1.0,1056697200.0,5129.0,1499854816.0,0.0,1499854816.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
283,13.0,28.0,1,3255.03,1.0,2983.34,2.0,6.0,8.0,945889200.0,6411.0,1499871899.0,0.0,1499871898.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
284,13.0,31.0,0,2500.0,1.0,2500.0,4.0,2.0,,893793600.0,7014.0,1499860650.0,0.0,1499860650.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
285,16.0,27.0,0,,,,3.0,,2.0,893793600.0,7014.0,1499870225.0,0.0,1499870224.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
286,18.0,35.0,1,4500.0,3.0,4626.0,8.0,4.0,3.0,945889200.0,6412.0,1497953237.0,22.0,1497953237.0,Verified,494 Moderate,494.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,business,U
287,18.0,25.0,0,,,,2.0,,4.0,808297200.0,8004.0,1499880567.0,0.0,1499880567.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
288,19.0,28.0,0,,,,3.0,2.0,3.0,808297200.0,8004.0,1369810800.0,1505.0,1499880184.0,Verified,099 Very Low,99.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
290,21.0,22.0,0,5005.49,4.0,5012.09,9.0,3.0,1.0,893793600.0,7015.0,1499938038.0,0.0,1499938037.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
291,4.0,20.0,0,2100.0,2.0,2221.98,4.0,4.0,5.0,808297200.0,8005.0,1488588421.0,130.0,1488588422.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
292,7.0,20.0,0,,,,,1.0,,893793600.0,7015.0,1499939112.0,0.0,1499939112.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
293,9.0,27.0,0,500.0,1.0,500.0,3.0,1.0,2.0,777193200.0,8365.0,1479193200.0,239.0,1486661653.0,Verified,238 Low,238.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
294,9.0,29.0,1,,,,2.0,,,945975600.0,6411.0,1499948608.0,0.0,1499948606.0,ValidDomain,500 Moderate,500.0,4.0,29.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
295,10.0,26.0,0,4560.83,2.0,3420.83,6.0,4.0,7.0,945889200.0,6412.0,1499936915.0,0.0,1499936914.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
296,13.0,27.0,0,,,,22.0,,,893793600.0,7015.0,1499947541.0,0.0,1499947541.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
297,14.0,25.0,1,200.0,1.0,249.08,15.0,4.0,,937206000.0,6513.0,1499948741.0,0.0,1499948739.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
298,15.0,24.0,1,2000.0,1.0,2024.1,6.0,6.0,6.0,909817200.0,6830.0,1479487301.0,236.0,1487872629.0,ValidDomain,289 Low,289.0,4.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Not Sure,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
299,15.0,24.0,1,,,,,3.0,15.0,835430400.0,7691.0,1478415600.0,249.0,1487591577.0,Verified,287 Low,287.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
300,16.0,42.0,0,,,,18.0,1.0,1.0,808297200.0,8005.0,1477206000.0,263.0,1499958500.0,Verified,234 Low,234.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
301,19.0,26.0,0,,,,3.0,2.0,3.0,808297200.0,8006.0,1500016546.0,0.0,1500016545.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
302,21.0,33.0,1,2000.0,1.0,1715.0,20.0,1.0,7.0,893793600.0,7016.0,1500009370.0,0.0,1500009370.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
304,8.0,22.0,0,1100.0,2.0,1106.4,3.0,,,893793600.0,7016.0,1500036307.0,0.0,1500036307.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
305,11.0,31.0,0,7400.0,1.0,7446.3,5.0,,,945889200.0,6413.0,1479366000.0,238.0,1486661929.0,Verified,288 Low,288.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
306,12.0,40.0,0,2500.0,1.0,2500.0,1.0,,,808297200.0,8006.0,1500028908.0,0.0,1500028908.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
307,14.0,36.0,0,,,,1.0,2.0,2.0,808297200.0,8006.0,1492002733.0,92.0,1492002734.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
308,15.0,26.0,0,2936.38,1.0,2814.07,5.0,1.0,7.0,808297200.0,8009.0,1500284805.0,0.0,1500284804.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
309,15.0,38.0,0,,,,7.0,1.0,1.0,808297200.0,8006.0,1395758563.0,1206.0,1465210147.0,Verified,050 Very Low,50.0,2.0,11.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,Y
310,5.0,29.0,0,1913.8,3.0,1700.2,12.0,5.0,3.0,808297200.0,8007.0,1500112352.0,0.0,1500112352.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
311,9.0,24.0,0,,,,3.0,1.0,3.0,808297200.0,8007.0,1500104908.0,0.0,1500104908.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
312,10.0,21.0,0,800.0,1.0,800.0,1.0,,,808297200.0,8007.0,1500042533.0,0.0,1500042533.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
313,10.0,37.0,0,,,,2.0,4.0,2.0,937206000.0,6517.0,1500269697.0,0.0,1500269695.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
314,16.0,21.0,1,800.0,1.0,800.0,1.0,,,808297200.0,8007.0,1499343692.0,8.0,1499343691.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
315,16.0,23.0,1,,,,,,,808297200.0,8007.0,1500131325.0,0.0,1500131325.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
316,18.0,42.0,1,,,,,,,808297200.0,8007.0,1500138628.0,0.0,1500138627.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
317,19.0,25.0,0,,,,17.0,1.0,4.0,945889200.0,6414.0,1499362290.0,8.0,1499362289.0,Verified,497 Moderate,497.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
318,10.0,20.0,1,800.0,1.0,800.0,1.0,,,945889200.0,6415.0,1499872346.0,3.0,1499872346.0,Verified,499 Moderate,499.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
319,14.0,26.0,0,,,,16.0,,,808297200.0,8008.0,1500208381.0,0.0,1500208381.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
320,15.0,24.0,0,700.0,2.0,710.0,2.0,,,893793600.0,7018.0,1499511925.0,7.0,1499511924.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
321,8.0,63.0,0,,,,9.0,2.0,2.0,893793600.0,7019.0,1500274084.0,0.0,1500274084.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
322,9.0,25.0,0,,,,16.0,6.0,19.0,893793600.0,7019.0,1487940721.0,142.0,1487940721.0,Verified,461 Moderate,461.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
323,9.0,24.0,0,,,,2.0,1.0,,808297200.0,8009.0,1340043390.0,1854.0,1444810644.0,Verified,094 Very Low,94.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,N
324,10.0,27.0,0,3100.0,2.0,2707.3,9.0,,1.0,893793600.0,7019.0,1500296280.0,0.0,1500296279.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
325,13.0,70.0,1,,,,,2.0,,893793600.0,7019.0,1498655010.0,18.0,1498655010.0,Verified,495 Moderate,495.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
326,13.0,34.0,0,1000.0,1.0,1000.0,4.0,1.0,1.0,808297200.0,8009.0,1239986498.0,3012.0,1500290061.0,Verified,079 Very Low,79.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
327,14.0,28.0,0,3000.0,1.0,3022.8,2.0,,1.0,954792000.0,6313.0,1500296283.0,0.0,1500296283.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
328,17.0,35.0,0,,,,2.0,,,835430400.0,7695.0,1473420810.0,311.0,1473420810.0,Verified,276 Low,276.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
329,19.0,26.0,0,,,,2.0,4.0,3.0,808297200.0,8009.0,1285138800.0,2490.0,1500314264.0,Verified,086 Very Low,86.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
330,20.0,20.0,0,1160.0,2.0,1170.0,2.0,,,835430400.0,7694.0,1500316659.0,0.0,1500316659.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
331,8.0,21.0,0,,,,4.0,,9.0,,,1500361936.0,0.0,1500361935.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
332,9.0,39.0,0,,,,3.0,,,808297200.0,8010.0,1305010800.0,2261.0,1500363502.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
333,11.0,28.0,0,6900.0,3.0,6932.67,4.0,3.0,1.0,808297200.0,8010.0,1500371923.0,0.0,1500371923.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
334,11.0,23.0,1,754.51,1.0,754.51,3.0,,,893793600.0,7020.0,1500383807.0,0.0,1500359203.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
335,12.0,60.0,0,1000.0,1.0,1078.0,23.0,6.0,3.0,893793600.0,7020.0,1500390799.0,0.0,1500390799.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
336,13.0,23.0,1,,,,,,1.0,835430400.0,7695.0,1500385723.0,0.0,1500385723.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
337,14.0,43.0,1,,,,,,,939326400.0,6493.0,1500383564.0,0.0,1500383564.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,business,U
338,15.0,28.0,1,,,,,,,808297200.0,8010.0,1500310658.0,0.0,1500310658.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
339,7.0,41.0,0,100.0,1.0,100.8,11.0,,,808297200.0,8011.0,1484287959.0,187.0,1500444757.0,Verified,247 Low,247.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
340,9.0,28.0,1,1400.0,1.0,1410.0,14.0,,4.0,808297200.0,8011.0,1500451227.0,0.0,1500451227.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
341,11.0,37.0,1,1892.15,2.0,1759.35,2.0,7.0,7.0,893793600.0,7021.0,1500459422.0,0.0,1500459422.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,U
342,12.0,20.0,0,2000.0,1.0,2016.4,6.0,,2.0,808297200.0,8011.0,1500463644.0,0.0,1500463644.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,U
343,14.0,31.0,0,2800.0,3.0,2806.5,8.0,2.0,,790412400.0,8218.0,1200923884.0,3466.0,1500477628.0,Certified,073 Very Low,73.0,1.0,13.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,N
